Method,VenclovasLab.csv_F_Voronota_glob_light_score,VenclovasLab.csv_F_Voronota_glob_dark_score,VenclovasLab.csv_F_Voronota_glob_area,VenclovasLab.csv_F_Voronota_glob_area_per_atom,VenclovasLab.csv_F_Voronota_glob_nonprotein_area,VenclovasLab.csv_F_Voronota_glob_volume,VenclovasLab.csv_F_Voronota_glob_volume_per_atom,VenclovasLab.csv_F_Voronota_glob_energy,VenclovasLab.csv_F_Voronota_glob_energy_norm,VenclovasLab.csv_F_Voronota_glob_energy_per_atom,VenclovasLab.csv_F_Voronota_glob_sas_area,VenclovasLab.csv_F_Voronota_glob_sas_area_per_atom,VenclovasLab.csv_F_Voronota_glob_sas_energy,VenclovasLab.csv_F_Voronota_glob_sas_energy_norm,VenclovasLab.csv_F_Voronota_glob_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_glob_nonsas_area,VenclovasLab.csv_F_Voronota_glob_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_glob_nonsas_energy,VenclovasLab.csv_F_Voronota_glob_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_glob_nonsas_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_atoms,VenclovasLab.csv_F_Voronota_iface_atoms_light_score,VenclovasLab.csv_F_Voronota_iface_area,VenclovasLab.csv_F_Voronota_iface_energy,VenclovasLab.csv_F_Voronota_iface_energy_norm,VenclovasLab.csv_F_Voronota_iface_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_shelled_energy,VenclovasLab.csv_F_Voronota_iface_shelled_energy_norm,VenclovasLab.csv_F_Voronota_iface_shelled_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_expanded_area,VenclovasLab.csv_F_Voronota_iface_expanded_energy,VenclovasLab.csv_F_Voronota_iface_expanded_energy_norm,VenclovasLab.csv_F_Voronota_iface_expanded_energy_per_atom,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy_norm,VenclovasLab.csv_F_Voronota_iface_expanded_shelled_energy_per_atom,VenclovasLab.csv_F_Voronota_split_light_score,VenclovasLab.csv_F_Voronota_split_dark_score,VenclovasLab.csv_F_Voronota_split_area,VenclovasLab.csv_F_Voronota_split_area_per_atom,VenclovasLab.csv_F_Voronota_split_volume,VenclovasLab.csv_F_Voronota_split_volume_per_atom,VenclovasLab.csv_F_Voronota_split_energy,VenclovasLab.csv_F_Voronota_split_energy_norm,VenclovasLab.csv_F_Voronota_split_energy_per_atom,VenclovasLab.csv_F_Voronota_split_sas_area,VenclovasLab.csv_F_Voronota_split_sas_area_per_atom,VenclovasLab.csv_F_Voronota_split_sas_energy,VenclovasLab.csv_F_Voronota_split_sas_energy_norm,VenclovasLab.csv_F_Voronota_split_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_split_nonsas_area,VenclovasLab.csv_F_Voronota_split_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_split_nonsas_energy,VenclovasLab.csv_F_Voronota_split_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_split_nonsas_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_light_score,VenclovasLab.csv_F_Voronota_diff_glob_dark_score,VenclovasLab.csv_F_Voronota_diff_glob_area,VenclovasLab.csv_F_Voronota_diff_glob_area_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_energy,VenclovasLab.csv_F_Voronota_diff_glob_energy_norm,VenclovasLab.csv_F_Voronota_diff_glob_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_glob_volume,VenclovasLab.csv_F_Voronota_diff_glob_volume_per_atom,VenclovasLab.csv_F_Voronota_diff_sas_area,VenclovasLab.csv_F_Voronota_diff_sas_area_per_atom,VenclovasLab.csv_F_Voronota_diff_sas_energy,VenclovasLab.csv_F_Voronota_diff_sas_energy_norm,VenclovasLab.csv_F_Voronota_diff_sas_energy_per_atom,VenclovasLab.csv_F_Voronota_diff_nonsas_area,VenclovasLab.csv_F_Voronota_diff_nonsas_area_per_atom,VenclovasLab.csv_F_Voronota_diff_nonsas_energy,VenclovasLab.csv_F_Voronota_diff_nonsas_energy_norm,VenclovasLab.csv_F_Voronota_diff_nonsas_energy_per_atom,Oliva_rawdata_v3.csv_F_num_of_contacs,Oliva_rawdata_v3.csv_F_PA,Oliva_rawdata_v3.csv_F_PAr,Oliva_rawdata_v3.csv_F_PAl,Oliva_rawdata_v3.csv_F_CA,Oliva_rawdata_v3.csv_F_CAr,Oliva_rawdata_v3.csv_F_CAl,Oliva_rawdata_v3.csv_F_CP,Oliva_rawdata_v3.csv_F_PP,Oliva_rawdata_v3.csv_F_CC,Oliva_rawdata_v3.csv_F_ArAr,Oliva_rawdata_v3.csv_F_AlAl,Oliva_rawdata_v3.csv_F_AlAr,Oliva_rawdata_v3.csv_F_AAr,Oliva_rawdata_v3.csv_F_AAl,Oliva_rawdata_v3.csv_F_AA,Oliva_rawdata_v3.csv_F_fPA,Oliva_rawdata_v3.csv_F_fPAr,Oliva_rawdata_v3.csv_F_fPAl,Oliva_rawdata_v3.csv_F_fCA,Oliva_rawdata_v3.csv_F_fCAr,Oliva_rawdata_v3.csv_F_fCAl,Oliva_rawdata_v3.csv_F_fCP,Oliva_rawdata_v3.csv_F_fPP,Oliva_rawdata_v3.csv_F_fCC,Oliva_rawdata_v3.csv_F_fArAr,Oliva_rawdata_v3.csv_F_fAlAl,Oliva_rawdata_v3.csv_F_fAlAr,Oliva_rawdata_v3.csv_F_fAAr,Oliva_rawdata_v3.csv_F_fAAl,Oliva_rawdata_v3.csv_F_fAA,Oliva_rawdata_v3.csv_F_BSA_Freesasa,Oliva_rawdata_v3.csv_F_BSA_Polar_Freesasa,Oliva_rawdata_v3.csv_F_BSA_Apolar_Freesasa,Oliva_rawdata_v3.csv_F_BSA_naccess,Oliva_rawdata_v3.csv_F_BSA_Polar naccess,Oliva_rawdata_v3.csv_F_BSA_Apolar_naccess,LyonMOBIGroup_MOBI_raw_scores.csv_F_shape,LyonMOBIGroup_MOBI_raw_scores.csv_F_hydro,FurmanLab_interface_analyzer_disulf.csv_F_I-sc,FurmanLab_interface_analyzer_disulf.csv_F_dG-cross/dSASAx100,FurmanLab_interface_analyzer_disulf.csv_F_dG-separated/dSASAx100,FurmanLab_interface_analyzer_disulf.csv_F_dSASA-polar,FurmanLab_interface_analyzer_disulf.csv_F_fa-dun,FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-rep,FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-sol-xover4,FurmanLab_interface_analyzer_disulf.csv_F_sc-value,Kiharalab_feature.csv_F_DFIRE,Kiharalab_feature.csv_F_GOAP,Kiharalab_feature.csv_F_DOVE,Kiharalab_feature.csv_F_GNN-DOVE,Kiharalab_feature.csv_F_ITScore,Kiharalab_feature.csv_F_PhysicsScore,Kiharalab_feature.csv_F_RosettaInterfaceEnergy,Kiharalab_feature.csv_F_VoroMQA,
VenclovasLab.csv_F_Voronota_diff_sas_energy,-0.02991,-0.06672,0.30080,-0.15259,-0.02603,0.30124,-0.13235,-0.29020,-0.02549,0.01049,0.29810,-0.15065,-0.08690,-0.05513,-0.05028,0.29940,0.11429,-0.28520,0.10737,0.06870,-0.43535,-0.39223,-0.47685,0.79669,0.55570,0.65813,0.80526,0.57297,0.66415,-0.27633,0.41817,0.19962,0.48757,0.65776,0.45795,0.59945,0.29376,0.25554,0.29040,-0.34397,0.29377,-0.34468,-0.35882,-0.39630,-0.38188,0.26346,-0.35604,-0.31997,-0.36299,-0.38796,0.30892,0.34008,-0.30770,-0.00578,-0.13448,-0.64948,-0.65854,0.47267,0.59848,0.96707,0.79026,0.76521,0.55381,0.62277,0.44606,0.59589,1.00000,0.82730,0.80818,-0.39262,-0.58619,0.74861,0.42858,0.63355,-0.42132,-0.12887,-0.27635,-0.40186,-0.04944,-0.22231,-0.19450,0.12331,0.00172,0.21981,-0.40454,-0.65021,-0.71096,-0.37015,-0.45937,-0.21623,0.09387,-0.09188,-0.14853,0.21214,0.03605,0.01572,0.45598,0.19854,0.49829,-0.21509,-0.44314,-0.46731,-0.18068,-0.22595,-0.03801,-0.40687,-0.04528,-0.61026,-0.39612,0.15529,-0.68559,-0.34626,-0.63643,0.02222,0.03354,0.05858,-0.12981,0.23884,0.03615,0.29629,-0.30741,-0.28342,-0.29824,-0.03953,-0.01777,-0.29507,0.42479,0.08290,-0.03330,
VenclovasLab.csv_F_Voronota_diff_sas_energy_norm,-0.09385,-0.14696,0.42751,-0.27349,-0.00104,0.42735,-0.22669,-0.37064,0.11974,0.20297,0.42644,-0.27854,0.12971,0.24332,0.25179,0.42328,0.23040,-0.41885,0.07719,0.00094,-0.24962,-0.48164,-0.28755,0.66077,0.58818,0.81186,0.67008,0.60663,0.81767,-0.10520,0.39357,0.33473,0.69147,0.57028,0.54861,0.77949,0.32624,0.24493,0.42019,-0.48611,0.42204,-0.46704,-0.42426,-0.33430,-0.28832,0.40218,-0.50215,-0.07298,-0.12157,-0.16742,0.42959,0.47755,-0.43631,-0.06864,-0.24297,-0.82426,-0.78748,0.28731,0.73213,0.79632,0.92119,0.89389,0.36666,0.74970,0.25686,0.72568,0.82730,1.00000,0.91673,-0.19955,-0.70775,0.60961,0.57538,0.78216,-0.24131,-0.02067,-0.17009,-0.23871,0.06652,-0.12676,-0.09644,0.19129,0.07868,0.25392,-0.33500,-0.53916,-0.56405,-0.25674,-0.30182,-0.13482,0.10673,-0.07600,-0.10733,0.23315,0.02785,0.02101,0.43251,0.20530,0.44634,-0.21829,-0.46238,-0.45096,-0.15939,-0.18772,-0.05086,-0.22376,0.09067,-0.41683,-0.21108,0.30526,-0.59285,-0.47687,-0.79623,0.04134,0.04915,0.07659,0.02740,0.33711,0.07629,0.40963,-0.34537,-0.39178,-0.41700,0.01173,-0.05269,-0.41579,0.27845,0.11551,-0.09313,
VenclovasLab.csv_F_Voronota_diff_sas_energy_per_atom,0.05984,-0.00878,0.42531,-0.40685,-0.00647,0.42646,-0.36551,-0.41728,-0.13281,-0.05256,0.41438,-0.41985,-0.07500,-0.05510,-0.05307,0.42910,0.35918,-0.42142,0.10395,-0.01340,-0.25538,-0.40406,-0.29534,0.64655,0.54188,0.88820,0.65442,0.55794,0.89250,-0.14679,0.33986,0.22906,0.70366,0.54109,0.45990,0.83265,0.48725,0.40435,0.41790,-0.62286,0.42113,-0.61051,-0.46857,-0.57034,-0.54276,0.38966,-0.64600,-0.26313,-0.39610,-0.47197,0.43582,0.61966,-0.43854,-0.05253,-0.28066,-0.89141,-0.85982,0.29200,0.82724,0.77935,0.96411,0.97822,0.36866,0.84243,0.26677,0.82673,0.80818,0.91673,1.00000,-0.21846,-0.81898,0.59922,0.60946,0.86088,-0.25814,-0.02810,-0.15699,-0.23551,0.02892,-0.16143,-0.08534,0.15185,0.06760,0.21960,-0.30269,-0.55137,-0.54548,-0.23013,-0.28514,-0.13083,0.10416,-0.04522,-0.08542,0.19456,-0.00320,0.03888,0.38614,0.19312,0.40773,-0.17779,-0.44572,-0.40063,-0.12973,-0.16791,-0.04366,-0.23641,0.06285,-0.41724,-0.22148,0.28972,-0.59079,-0.51026,-0.71666,0.02966,0.03625,0.05628,-0.00434,0.32579,0.05783,0.41392,-0.29591,-0.42012,-0.42827,0.00812,-0.03150,-0.42615,0.20620,0.10941,0.05839,
VenclovasLab.csv_F_Voronota_diff_nonsas_area,-0.03450,-0.12734,0.27899,-0.13925,0.00424,0.27876,-0.11291,-0.26601,-0.02089,0.01133,0.27354,-0.16251,-0.04385,-0.02215,-0.02159,0.28008,0.17927,-0.26955,0.09873,0.03872,0.98120,-0.13525,0.98279,-0.59214,0.12459,-0.22876,-0.59245,0.11758,-0.23385,0.96455,-0.62746,0.05090,-0.24642,-0.63914,0.08207,-0.24319,-0.12282,-0.20907,0.29680,0.03476,0.29024,0.05408,-0.22222,0.10699,0.12523,0.33462,0.03834,0.05148,0.05128,0.07381,0.26151,-0.04146,-0.24983,0.09802,0.10430,0.19172,0.19630,-0.97628,-0.36438,-0.48978,-0.26340,-0.22698,-0.94509,-0.36352,-0.99034,-0.37456,-0.39262,-0.19955,-0.21846,1.00000,0.39037,-0.58072,-0.03420,-0.22062,0.79954,0.42581,0.35417,0.53845,0.53443,0.52757,0.43565,0.53451,0.36674,0.53607,0.23164,0.42857,0.46586,0.32682,0.41118,0.24209,0.01268,-0.03881,0.02611,0.06202,0.02161,0.01712,0.08631,0.00410,0.06028,-0.07597,-0.06154,-0.03375,-0.02200,-0.06377,-0.08025,0.91453,0.81984,0.86709,0.91613,0.64029,0.56369,0.25830,0.18173,0.14019,0.11778,0.04270,0.89445,0.27497,0.16491,0.28568,-0.17941,-0.26802,-0.27738,0.16511,-0.00813,-0.27368,-0.65371,0.01099,-0.01804,
VenclovasLab.csv_F_Voronota_diff_nonsas_area_per_atom,-0.19831,-0.11713,-0.51282,0.50866,-0.00697,-0.51466,0.46513,0.51446,0.23927,0.15477,-0.49450,0.52332,0.06768,0.04326,0.03888,-0.52156,-0.44428,0.52518,0.03465,0.16680,0.41330,0.26221,0.45030,-0.59393,-0.31700,-0.87310,-0.60033,-0.33025,-0.87616,0.32477,-0.42755,-0.18599,-0.80140,-0.55164,-0.30237,-0.86728,-0.57655,-0.49235,-0.50205,0.76076,-0.50749,0.74181,0.55072,0.61752,0.56891,-0.45767,0.79033,0.20348,0.30654,0.38249,-0.53225,-0.76077,0.54054,0.15657,0.42066,0.83823,0.80632,-0.44696,-0.98736,-0.61300,-0.87179,-0.86377,-0.50242,-0.98185,-0.42878,-0.99465,-0.58619,-0.70775,-0.81898,0.39037,1.00000,-0.55897,-0.51835,-0.85857,0.35661,0.11708,0.15913,0.26889,0.09526,0.25591,0.14883,0.03649,0.04525,0.03805,0.24477,0.46611,0.44029,0.18631,0.25022,0.11379,-0.05114,-0.01992,0.06136,-0.11857,0.06347,-0.04624,-0.20429,-0.11397,-0.17767,0.06656,0.27014,0.19367,0.03327,0.05714,-0.02112,0.38637,0.17259,0.48844,0.36603,-0.20848,0.69997,0.63241,0.66779,-0.03708,-0.04410,-0.08239,0.24472,-0.38796,-0.06969,-0.49684,0.20204,0.52096,0.52405,0.01034,0.01943,0.52213,-0.12404,-0.06899,-0.20109,
VenclovasLab.csv_F_Voronota_diff_nonsas_energy,-0.01137,-0.02020,0.14828,-0.10621,-0.02747,0.14874,-0.07994,-0.12675,0.02175,0.04571,0.15027,-0.07640,-0.01597,0.01292,0.01937,0.14489,-0.00571,-0.12955,0.03514,0.04071,-0.60737,-0.36859,-0.65454,0.97944,0.65041,0.69749,0.97109,0.64868,0.69439,-0.49421,0.77261,0.46472,0.62219,0.92402,0.61564,0.67382,0.30030,0.28092,0.13485,-0.30365,0.13972,-0.29103,-0.19318,-0.31113,-0.30281,0.10559,-0.29470,-0.19285,-0.21268,-0.23764,0.15734,0.24119,-0.16078,-0.11243,-0.18552,-0.63132,-0.62389,0.66058,0.58430,0.89270,0.69570,0.66737,0.69556,0.58912,0.63508,0.57709,0.74861,0.60961,0.59922,-0.58072,-0.55897,1.00000,0.59841,0.71490,-0.48305,-0.12065,-0.26467,-0.35357,-0.11764,-0.23822,-0.27968,-0.02456,-0.07085,-0.06897,-0.42456,-0.60545,-0.66404,-0.36095,-0.33418,-0.13898,0.14085,-0.03618,-0.02586,0.18848,0.06427,-0.04611,0.30372,0.14255,0.21297,-0.20234,-0.34408,-0.37182,-0.13754,-0.03967,0.06683,-0.57345,-0.27110,-0.71445,-0.56464,-0.06205,-0.68748,-0.40167,-0.53551,0.02809,0.03763,0.08211,-0.35395,0.13530,0.03065,0.14791,-0.16915,-0.12364,-0.13659,-0.08636,0.00102,-0.13341,0.45200,0.09004,-0.01598,
VenclovasLab.csv_F_Voronota_diff_nonsas_energy_norm,0.28972,0.18082,0.25510,-0.44906,-0.01310,0.25912,-0.34177,-0.26431,-0.20803,-0.15205,0.24434,-0.41026,0.01163,0.07495,0.09352,0.26079,0.23725,-0.28035,-0.26220,-0.30676,-0.06701,-0.26464,-0.10784,0.56685,0.64030,0.79297,0.55598,0.63167,0.77956,-0.02124,0.39716,0.45356,0.70561,0.50877,0.58756,0.76149,0.60121,0.46605,0.25172,-0.55667,0.25679,-0.48115,-0.29891,-0.49218,-0.49546,0.23425,-0.52604,-0.09065,-0.13652,-0.17653,0.26290,0.39938,-0.29809,-0.47968,-0.54283,-0.73325,-0.63156,0.12051,0.57147,0.52102,0.66360,0.72428,0.15173,0.55715,0.08967,0.55446,0.42858,0.57538,0.60946,-0.03420,-0.51835,0.59841,1.00000,0.83865,-0.03794,0.16402,0.00613,-0.03672,0.18041,-0.05421,-0.01187,0.20499,0.12384,0.14452,-0.19285,-0.39207,-0.31236,-0.08355,-0.01181,0.06645,0.20201,0.01389,0.00696,0.23127,-0.05008,-0.02192,0.29438,0.14678,0.16888,-0.17287,-0.42355,-0.32149,-0.06985,0.01073,0.07527,-0.07312,0.15939,-0.22740,-0.06554,0.23906,-0.33160,-0.39332,-0.48396,0.01734,0.02097,0.04978,0.13450,0.19736,0.03572,0.24053,-0.17727,-0.25790,-0.26131,0.01792,-0.03553,-0.25431,0.08292,0.11032,0.28793,
VenclovasLab.csv_F_Voronota_diff_nonsas_energy_per_atom,0.14319,0.06018,0.46327,-0.48900,-0.00320,0.46546,-0.42112,-0.45409,-0.16580,-0.07899,0.44971,-0.48593,-0.05090,-0.00812,0.00058,0.46874,0.37572,-0.46557,0.00340,-0.10728,-0.25657,-0.40735,-0.30453,0.71982,0.64029,0.98843,0.71712,0.64317,0.98336,-0.16315,0.49830,0.42886,0.88179,0.65070,0.59774,0.96088,0.58064,0.47348,0.45536,-0.70696,0.46007,-0.66802,-0.49881,-0.58448,-0.54907,0.42358,-0.71518,-0.19877,-0.29816,-0.36547,0.47572,0.64902,-0.48616,-0.19925,-0.41015,-0.94017,-0.87416,0.31001,0.88548,0.70505,0.93447,0.94775,0.36761,0.87968,0.27909,0.87859,0.63355,0.78216,0.86088,-0.22062,-0.85857,0.71490,0.83865,1.00000,-0.21759,0.03182,-0.10383,-0.16960,0.06468,-0.14037,-0.09372,0.13427,0.06175,0.10370,-0.29511,-0.51198,-0.47376,-0.18272,-0.16280,-0.03768,0.14592,-0.00428,-0.02458,0.21273,-0.01889,0.00294,0.32994,0.16294,0.23989,-0.18260,-0.42628,-0.34711,-0.09643,-0.04724,0.03881,-0.24450,0.02858,-0.40593,-0.22750,0.29527,-0.60447,-0.59083,-0.69867,0.04074,0.04696,0.08225,-0.03087,0.36230,0.07294,0.44845,-0.25376,-0.45779,-0.46585,0.00738,-0.02878,-0.46190,0.11217,0.12577,0.14374,
Oliva_rawdata_v3.csv_F_num_of_contacs,-0.02825,-0.08840,0.17768,-0.12103,0.00387,0.17208,-0.14875,-0.13465,0.01875,0.04853,0.17358,-0.13443,0.09248,0.05733,0.05318,0.17888,0.13542,-0.16245,0.05393,0.00784,0.84118,-0.02994,0.82975,-0.51978,0.06884,-0.23978,-0.52373,0.05886,-0.24588,0.76245,-0.49037,0.02466,-0.23746,-0.52663,0.02244,-0.24337,-0.13572,-0.19825,0.19309,0.04589,0.18238,0.02887,-0.09512,0.15286,0.16807,0.22534,0.05184,0.18794,0.14809,0.15669,0.16379,-0.05841,-0.14633,0.05819,0.07503,0.22863,0.24705,-0.83135,-0.35762,-0.47180,-0.28874,-0.25062,-0.83825,-0.36999,-0.82434,-0.35830,-0.42132,-0.24131,-0.25814,0.79954,0.35661,-0.48305,-0.03794,-0.21759,1.00000,0.49029,0.48202,0.73874,0.56433,0.74902,0.52209,0.68944,0.51213,0.56530,0.23345,0.58299,0.51685,0.35277,0.53382,0.30219,0.03094,-0.03260,0.08704,0.02473,0.01969,-0.04176,0.01034,0.00768,-0.05134,-0.07514,0.02278,-0.00199,-0.02444,0.02485,-0.03111,0.79039,0.66538,0.77972,0.79131,0.48350,0.55801,0.25601,0.23146,0.42345,0.40682,0.28176,0.73861,0.26572,0.37074,0.21274,-0.07607,-0.16686,-0.17830,0.10387,-0.01384,-0.17647,-0.55269,-0.00179,0.01081,
Oliva_rawdata_v3.csv_F_PA,0.08039,0.03674,0.14297,-0.19225,-0.00833,0.14297,-0.18718,-0.13785,-0.07030,-0.03221,0.12962,-0.17731,0.04903,0.03522,0.03749,0.15209,0.10657,-0.15596,-0.05325,-0.08417,0.43590,-0.09580,0.42116,-0.14362,0.19098,0.01375,-0.14322,0.18805,0.01101,0.40423,-0.12250,0.16008,0.01865,-0.13471,0.17816,0.01793,0.07401,0.03120,0.15053,-0.10397,0.14798,-0.09991,-0.12445,-0.04179,-0.02428,0.15557,-0.08204,0.07721,0.04370,0.04504,0.14436,0.02582,-0.15140,-0.08799,-0.08713,-0.01431,0.00409,-0.41952,-0.10620,-0.13391,-0.03850,-0.00464,-0.41508,-0.11540,-0.42414,-0.11033,-0.12887,-0.02067,-0.02810,0.42581,0.11708,-0.12065,0.16402,0.03182,0.49029,1.00000,0.28445,0.38805,0.35756,0.15802,0.12370,0.35120,0.46633,0.11960,0.04173,0.11104,0.10056,0.24130,0.36230,0.37517,0.79580,0.04729,0.10263,0.07677,-0.25734,-0.14900,0.04305,0.23665,-0.18736,-0.10435,-0.20029,-0.18680,0.03317,0.09030,0.16221,0.40016,0.40239,0.34871,0.40179,0.31057,0.21680,0.10992,0.00189,0.14386,0.12775,0.09167,0.42449,0.16474,0.18875,0.15159,-0.04180,-0.14810,-0.15545,0.09743,0.00945,-0.15052,-0.25253,-0.02050,0.09801,
Oliva_rawdata_v3.csv_F_PAr,0.08211,0.03269,0.03545,-0.18956,-0.00667,0.03709,-0.19772,-0.03967,-0.05505,-0.01617,0.02212,-0.15562,0.08623,0.05960,0.05864,0.04584,0.04753,-0.06124,-0.07321,-0.08545,0.38381,0.05081,0.37064,-0.28111,-0.03995,-0.11340,-0.27877,-0.03965,-0.11384,0.29865,-0.20913,0.00170,-0.07605,-0.25247,-0.03437,-0.09547,0.01784,-0.02860,0.04245,-0.08319,0.04189,-0.08703,-0.01636,0.03682,0.05848,0.04597,-0.04702,0.14759,0.12402,0.11851,0.03897,-0.03541,-0.05253,-0.06804,-0.04601,0.10309,0.12118,-0.36823,-0.15517,-0.28943,-0.17689,-0.14079,-0.38540,-0.16946,-0.36513,-0.15701,-0.27635,-0.17009,-0.15699,0.35417,0.15913,-0.26467,0.00613,-0.10383,0.48202,0.28445,1.00000,0.31488,0.09618,0.16871,0.47262,0.36508,0.40809,0.11667,0.42153,0.05069,0.39673,0.32170,0.06548,0.02343,0.08315,0.75557,0.00668,-0.16635,-0.27512,0.15678,-0.00362,0.14941,-0.22385,0.24103,-0.19839,0.17125,0.16118,-0.16348,-0.10315,0.33661,0.27623,0.33708,0.33624,0.15995,0.28363,0.13719,0.07527,0.05864,0.05273,0.01831,0.32073,0.04649,0.09797,0.04596,0.05154,-0.02885,-0.04849,0.03293,0.03868,-0.04369,-0.23234,0.01525,0.08282,
Oliva_rawdata_v3.csv_F_PAl,-0.04384,-0.05427,0.08613,-0.04461,-0.00216,0.08009,-0.08317,-0.04586,0.04321,0.05543,0.08712,-0.06100,0.07293,0.03980,0.03532,0.08430,0.08419,-0.06473,0.06573,0.03653,0.58234,0.02827,0.58288,-0.39419,0.03638,-0.19141,-0.40121,0.02429,-0.19724,0.49504,-0.32254,0.03410,-0.17318,-0.37325,0.00655,-0.18480,-0.13366,-0.15630,0.09716,0.07424,0.08763,0.04981,-0.01316,0.15354,0.15654,0.12362,0.07141,0.16473,0.12918,0.13130,0.07394,-0.05703,-0.05318,0.06863,0.08638,0.19795,0.22378,-0.58665,-0.28154,-0.40887,-0.24610,-0.21686,-0.60745,-0.29339,-0.57230,-0.27791,-0.40186,-0.23871,-0.23551,0.53845,0.26889,-0.35357,-0.03672,-0.16960,0.73874,0.38805,0.31488,1.00000,0.24505,0.48822,0.18444,0.47799,0.53331,0.19834,0.05676,0.58295,0.36193,0.11632,0.40095,0.18165,0.06090,-0.04731,0.65769,-0.14701,-0.06912,-0.23086,-0.00327,0.18745,-0.24967,-0.16232,0.15460,-0.04282,-0.15098,0.02333,-0.07392,0.54313,0.40032,0.57579,0.54252,0.27777,0.43750,0.21258,0.26522,0.39574,0.37125,0.26844,0.47204,0.16778,0.31090,0.11172,-0.04401,-0.08226,-0.08070,0.06548,-0.00674,-0.07533,-0.40454,-0.02281,-0.01461,
Oliva_rawdata_v3.csv_F_CA,0.00921,-0.05939,0.23925,-0.15118,0.02013,0.23750,-0.13161,-0.21713,-0.01514,0.01747,0.23526,-0.15843,0.03459,0.04641,0.05190,0.23963,0.14072,-0.23599,0.01054,-0.03271,0.52500,-0.18953,0.51096,-0.13362,0.28478,0.04997,-0.13535,0.28119,0.04500,0.54322,-0.19751,0.18284,0.01897,-0.16980,0.24622,0.03470,0.03144,-0.03571,0.24811,-0.08436,0.24317,-0.07174,-0.20627,-0.02506,-0.00827,0.26577,-0.07959,0.04463,0.02284,0.03352,0.23019,0.06013,-0.23115,-0.03395,-0.05017,-0.04843,-0.03734,-0.50709,-0.07672,-0.07877,0.02560,0.04452,-0.47959,-0.07731,-0.51988,-0.08346,-0.04944,0.06652,0.02892,0.53443,0.09526,-0.11764,0.18041,0.06468,0.56433,0.35756,0.09618,0.24505,1.00000,0.40055,0.24783,0.39296,0.13480,0.48054,-0.01111,0.17079,0.08186,0.25641,0.40886,0.34402,0.08191,-0.18941,-0.15201,0.72503,0.00048,-0.06506,0.02006,-0.14358,0.12568,-0.17293,-0.17639,-0.23290,0.01556,0.09791,0.12744,0.51493,0.53386,0.43744,0.51796,0.44893,0.22982,0.03738,-0.05442,0.18523,0.17831,0.13488,0.53601,0.23794,0.18310,0.24727,-0.14632,-0.22919,-0.24018,0.07010,0.00555,-0.23988,-0.32590,0.01545,0.03490,
Oliva_rawdata_v3.csv_F_CAr,-0.16911,-0.19236,0.13279,0.03864,0.02419,0.12330,-0.00844,-0.05887,0.14028,0.14731,0.14387,0.01115,0.08814,0.06027,0.05099,0.12221,0.05192,-0.08185,0.17086,0.14360,0.55711,-0.11098,0.54361,-0.25318,0.12962,-0.14689,-0.25625,0.12241,-0.15018,0.53438,-0.25501,0.08399,-0.15790,-0.26401,0.09992,-0.15535,-0.20880,-0.24716,0.14285,0.12663,0.13000,0.09440,-0.03878,0.19753,0.20277,0.17744,0.11430,0.13658,0.10865,0.11365,0.11227,-0.07470,-0.07389,0.16843,0.17549,0.13835,0.15335,-0.54641,-0.25477,-0.24255,-0.16397,-0.15849,-0.54668,-0.25943,-0.54255,-0.25591,-0.22231,-0.12676,-0.16143,0.52757,0.25591,-0.23822,-0.05421,-0.14037,0.74902,0.15802,0.16871,0.48822,0.40055,1.00000,0.32770,0.51434,0.24526,0.54498,-0.00010,0.52579,0.26946,0.08017,0.34890,0.08339,-0.18142,-0.22745,-0.02298,0.00679,0.58580,-0.09943,-0.04543,-0.16238,0.08497,-0.19501,0.13672,-0.08197,-0.18012,-0.01320,-0.12308,0.52663,0.44707,0.51690,0.52843,0.33966,0.35546,0.16926,0.17367,0.49560,0.48577,0.35478,0.49533,0.26312,0.40636,0.17895,-0.11667,-0.10525,-0.11643,0.06368,-0.01783,-0.11662,-0.35413,0.01790,-0.12491,
